loadSchema time: 0.033726 ms
streamStart: 59201857493 streamSize: 67321
streamStart: 59279870344 streamSize: 65954
streamStart: 59357879216 streamSize: 63735
streamStart: 59435882395 streamSize: 65768
streamStart: 59513978583 streamSize: 68537
streamStart: 59592068931 streamSize: 67515
streamStart: 59670073614 streamSize: 63469
streamStart: 59748089654 streamSize: 65926
streamStart: 59826175392 streamSize: 65467
streamStart: 59904168461 streamSize: 61278
streamStart: 59982257374 streamSize: 65303
streamStart: 60060268946 streamSize: 64815
streamStart: 60138281436 streamSize: 62571
streamStart: 60216273409 streamSize: 68286
streamStart: 60294362962 streamSize: 68923
streamStart: 60372361345 streamSize: 63927
streamStart: 60450330698 streamSize: 66690
streamStart: 60528353825 streamSize: 66633
streamStart: 60606368697 streamSize: 65089
streamStart: 60684453092 streamSize: 66705
streamStart: 60762557095 streamSize: 66370
streamStart: 60840575703 streamSize: 65660
streamStart: 60918591012 streamSize: 68544
streamStart: 60996617489 streamSize: 68842
streamStart: 61074635720 streamSize: 65302
streamStart: 61152656649 streamSize: 68824
streamStart: 61230751549 streamSize: 68708
streamStart: 61308774218 streamSize: 65332
streamStart: 61386795046 streamSize: 67682
streamStart: 61464803356 streamSize: 67955
streamStart: 61542787402 streamSize: 65304
streamStart: 61620799916 streamSize: 65760
streamStart: 61698808635 streamSize: 66042
streamStart: 61776812776 streamSize: 64714
streamStart: 61854819240 streamSize: 68540
streamStart: 61932902531 streamSize: 68624
streamStart: 62010911076 streamSize: 66583
streamStart: 62088921502 streamSize: 67909
streamStart: 62167013108 streamSize: 67205
streamStart: 62245035413 streamSize: 66704
streamStart: 62323059151 streamSize: 63967
streamStart: 62401083796 streamSize: 65346
streamStart: 62479085983 streamSize: 68121
streamStart: 62557111692 streamSize: 68458
streamStart: 62635207721 streamSize: 63898
streamStart: 62713286115 streamSize: 65320
streamStart: 62791280288 streamSize: 66026
streamStart: 62869297742 streamSize: 62381
streamStart: 62947376963 streamSize: 65338
streamStart: 63025449016 streamSize: 65106
streamStart: 63103541201 streamSize: 64521
streamStart: 63181564648 streamSize: 68557
streamStart: 63259594097 streamSize: 68752
streamStart: 63337609301 streamSize: 65187
streamStart: 63415624873 streamSize: 67234
streamStart: 63493626314 streamSize: 66973
streamStart: 63571652357 streamSize: 64769
streamStart: 63649653614 streamSize: 66682
streamStart: 63727651710 streamSize: 66653
streamStart: 63805669668 streamSize: 65432
streamStart: 63883772363 streamSize: 68460
streamStart: 63961786291 streamSize: 68779
streamStart: 64039806469 streamSize: 66541
streamStart: 64117830716 streamSize: 68510
streamStart: 64195937385 streamSize: 68220
streamStart: 64274041150 streamSize: 66446
streamStart: 64352055752 streamSize: 68247
streamStart: 64430143158 streamSize: 68165
streamStart: 64508164002 streamSize: 66420
streamStart: 64586173001 streamSize: 66306
streamStart: 64664161736 streamSize: 66226
streamStart: 64742181609 streamSize: 65710
streamStart: 64820189953 streamSize: 69325
streamStart: 64898200411 streamSize: 69268
streamStart: 64976285479 streamSize: 68110
streamStart: 65054280591 streamSize: 67511
streamStart: 65132379680 streamSize: 67493
streamStart: 65210418822 streamSize: 67073
streamStart: 65288434054 streamSize: 64037
streamStart: 65366449017 streamSize: 64914
streamStart: 65444458515 streamSize: 67883
streamStart: 65522564162 streamSize: 67758
streamStart: 65600588535 streamSize: 64589
streamStart: 65678613656 streamSize: 65592
streamStart: 65756710710 streamSize: 65699
streamStart: 65834801536 streamSize: 62474
streamStart: 65912784105 streamSize: 65581
streamStart: 65990806521 streamSize: 65378
streamStart: 66068911082 streamSize: 63711
streamStart: 66146988391 streamSize: 68225
streamStart: 66225095365 streamSize: 68144
streamStart: 66303193258 streamSize: 66246
streamStart: 66381200396 streamSize: 67817
streamStart: 66459145333 streamSize: 66632
streamStart: 66537232663 streamSize: 65500
streamStart: 66615305437 streamSize: 67152
streamStart: 66693407702 streamSize: 66824
streamStart: 66771423042 streamSize: 65921
streamStart: 66849415645 streamSize: 68596
streamStart: 66927477373 streamSize: 68894
streamStart: 67005436059 streamSize: 67890
streamStart: 67083533639 streamSize: 68755
streamStart: 67161549435 streamSize: 68497
streamStart: 67239564264 streamSize: 68585
streamStart: 67317593502 streamSize: 66856
streamStart: 67395605878 streamSize: 67723
streamStart: 67473615002 streamSize: 67875
streamStart: 67551622241 streamSize: 64947
streamStart: 67629719092 streamSize: 65425
streamStart: 67707727137 streamSize: 65829
streamStart: 67785797208 streamSize: 66578
streamStart: 67863807417 streamSize: 68301
streamStart: 67941827898 streamSize: 68353
streamStart: 68019840439 streamSize: 64409
streamStart: 68097908759 streamSize: 67250
streamStart: 68175912555 streamSize: 66649
streamStart: 68253999783 streamSize: 62417
streamStart: 68331999212 streamSize: 62840
streamStart: 68410008935 streamSize: 67674
streamStart: 68488029312 streamSize: 67968
streamStart: 68566107895 streamSize: 65856
streamStart: 68644139858 streamSize: 65764
streamStart: 68722242381 streamSize: 65369
streamStart: 68800273764 streamSize: 64121
streamStart: 68878376125 streamSize: 65831
streamStart: 68956378095 streamSize: 65035
streamStart: 69034460040 streamSize: 64649
streamStart: 69112479561 streamSize: 68864
streamStart: 69190536818 streamSize: 69039
streamStart: 69268642351 streamSize: 68367
streamStart: 69346626444 streamSize: 67131
streamStart: 69424622141 streamSize: 67171
streamStart: 69502726179 streamSize: 67602
streamStart: 69580717714 streamSize: 65735
streamStart: 69658692783 streamSize: 66933
streamStart: 69736786518 streamSize: 66896
streamStart: 69814736353 streamSize: 67318
streamStart: 69892752037 streamSize: 68412
streamStart: 69970767204 streamSize: 69097
streamStart: 70048782171 streamSize: 65696
streamStart: 70126890440 streamSize: 68799
streamStart: 70204995708 streamSize: 68084
streamStart: 70283013690 streamSize: 63600
streamStart: 70361036655 streamSize: 68604
streamStart: 70439130792 streamSize: 67372
streamStart: 70517202286 streamSize: 62893
streamStart: 70595205401 streamSize: 65947
streamStart: 70673226787 streamSize: 65976
streamStart: 70751234884 streamSize: 63217
streamStart: 70829343513 streamSize: 69229
streamStart: 70907440555 streamSize: 69422
streamStart: 70985452121 streamSize: 63216
streamStart: 71063470561 streamSize: 67258
streamStart: 71141495408 streamSize: 67412
streamStart: 71219511043 streamSize: 63509
streamStart: 71297522377 streamSize: 63827
streamStart: 71375529329 streamSize: 68310
streamStart: 71453627111 streamSize: 68604
streamStart: 71531723614 streamSize: 67512
streamStart: 71609734003 streamSize: 65728
streamStart: 71687747140 streamSize: 65848
streamStart: 71765757436 streamSize: 65688
streamStart: 71843831232 streamSize: 64939
streamStart: 71921933757 streamSize: 65074
streamStart: 71999946320 streamSize: 65386
streamStart: 72077984357 streamSize: 66284
streamStart: 72156078292 streamSize: 68253
streamStart: 72234159590 streamSize: 68337
streamStart: 72312242819 streamSize: 63851
streamStart: 72390350356 streamSize: 67266
streamStart: 72468346878 streamSize: 66515
streamStart: 72546437909 streamSize: 61651
streamStart: 72624379879 streamSize: 67115
streamStart: 72702447140 streamSize: 66704
streamStart: 72780451622 streamSize: 63021
streamStart: 72858463707 streamSize: 68817
streamStart: 72936561980 streamSize: 69113
streamStart: 73014575664 streamSize: 63958
streamStart: 73092585519 streamSize: 68487
streamStart: 73170558521 streamSize: 68591
streamStart: 73248562264 streamSize: 65021
streamStart: 73326571988 streamSize: 67556
streamStart: 73404581528 streamSize: 67423
streamStart: 73482594109 streamSize: 64872
streamStart: 73560554909 streamSize: 65806
streamStart: 73638654997 streamSize: 65744
streamStart: 73716655328 streamSize: 64921
streamStart: 73794654540 streamSize: 69047
streamStart: 73872578210 streamSize: 68965
streamStart: 73950578762 streamSize: 65475
streamStart: 74028578789 streamSize: 68279
streamStart: 74106586639 streamSize: 68153
streamStart: 74184610869 streamSize: 65546
streamStart: 74262691943 streamSize: 64818
streamStart: 74340792211 streamSize: 66180
streamStart: 74418818564 streamSize: 68003
streamStart: 74496903917 streamSize: 67492
streamStart: 74574922291 streamSize: 63778
streamStart: 74653041516 streamSize: 65910
streamStart: 74731041324 streamSize: 65641
streamStart: 74809047110 streamSize: 61862
streamStart: 74887032751 streamSize: 65519
streamStart: 74965054245 streamSize: 65162
streamStart: 75043158934 streamSize: 62516
streamStart: 75121167053 streamSize: 68551
streamStart: 75199173276 streamSize: 68838
streamStart: 75277194288 streamSize: 63192
streamStart: 75355281412 streamSize: 66716
streamStart: 75433279495 streamSize: 66871
streamStart: 75511378735 streamSize: 64871
streamStart: 75589471822 streamSize: 66483
streamStart: 75667555436 streamSize: 66397
streamStart: 75745559244 streamSize: 65873
streamStart: 75823595276 streamSize: 68057
streamStart: 75901685585 streamSize: 68611
streamStart: 75979655660 streamSize: 65453
streamStart: 76057664299 streamSize: 68750
streamStart: 76135694332 streamSize: 68560
streamStart: 76213712327 streamSize: 64936
streamStart: 76291706190 streamSize: 67195
streamStart: 76369795870 streamSize: 67635
streamStart: 76447813592 streamSize: 64931
streamStart: 76525901047 streamSize: 65750
streamStart: 76604023542 streamSize: 65911
streamStart: 76682032195 streamSize: 64525
streamStart: 76760030619 streamSize: 68738
streamStart: 76838059858 streamSize: 68844
streamStart: 76916078400 streamSize: 66317
streamStart: 76994164708 streamSize: 67559
streamStart: 77072177462 streamSize: 67737
streamStart: 77150203561 streamSize: 67052
streamStart: 77228297513 streamSize: 64929
streamStart: 77306298070 streamSize: 65175
streamStart: 77384313127 streamSize: 68319
streamStart: 77462329329 streamSize: 68340
streamStart: 77540408389 streamSize: 63563
streamStart: 77618500481 streamSize: 65729
streamStart: 77696510232 streamSize: 66167
streamStart: 77774488075 streamSize: 62138
streamStart: 77852574573 streamSize: 65270
streamStart: 77930605639 streamSize: 65259
streamStart: 78008620478 streamSize: 64415
streamStart: 78086641174 streamSize: 68600
streamStart: 78164661032 streamSize: 69028
streamStart: 78242758209 streamSize: 65273
streamStart: 78320757543 streamSize: 67761
streamStart: 78398772083 streamSize: 67111
streamStart: 78476784844 streamSize: 64863
streamStart: 78554787242 streamSize: 67205
streamStart: 78632786479 streamSize: 67020
streamStart: 78710802259 streamSize: 65452
streamStart: 78788805762 streamSize: 68309
streamStart: 78866812724 streamSize: 68587
streamStart: 78944828287 streamSize: 66241
streamStart: 79022926794 streamSize: 68869
streamStart: 79100944268 streamSize: 68566
streamStart: 79178959049 streamSize: 66531
streamStart: 79256971762 streamSize: 67885
streamStart: 79334980154 streamSize: 67960
streamStart: 79412988008 streamSize: 66361
streamStart: 79491002323 streamSize: 67046
streamStart: 79568844337 streamSize: 66779
streamStart: 79646854631 streamSize: 66054
streamStart: 79724936374 streamSize: 69149
streamStart: 79803036010 streamSize: 69146
streamStart: 79881144003 streamSize: 68079
streamStart: 79959233926 streamSize: 68004
streamStart: 80037250022 streamSize: 67871
streamStart: 80115275391 streamSize: 20399
Successfully read 8388608 rows
loadSchema time: 0.029536 ms
barrier_ logger_ time: 0.059731 ms
Projecting columns: 
url
Reading /mnt/nvme0n1/xinyu/laion/nimble/merged_8M.nimble
loadSchema time: 0.005655 ms
barrier_ logger_ time: 0.011115 ms
streamStart: 53505567405 streamSize: 1102198
streamStart: 53583574743 streamSize: 1101854
streamStart: 53661603938 streamSize: 1104807
streamStart: 53739610019 streamSize: 1105811
streamStart: 53817632902 streamSize: 1103132
streamStart: 53895655590 streamSize: 1109652
streamStart: 53973674476 streamSize: 1095217
streamStart: 54051684441 streamSize: 1097012
streamStart: 54129710672 streamSize: 1096744
streamStart: 54207734696 streamSize: 1101197
streamStart: 54285835304 streamSize: 1094620
streamStart: 54363840830 streamSize: 1102342
streamStart: 54441855438 streamSize: 1102331
streamStart: 54519858494 streamSize: 1098910
streamStart: 54597852251 streamSize: 1105656
streamStart: 54675862810 streamSize: 1099511
streamStart: 54753863836 streamSize: 1112254
streamStart: 54831974465 streamSize: 1101807
streamStart: 54910053351 streamSize: 1098413
streamStart: 54988068920 streamSize: 1100020
streamStart: 55066094888 streamSize: 1096838
streamStart: 55144115953 streamSize: 1101428
streamStart: 55222126625 streamSize: 1106749
streamStart: 55300238789 streamSize: 1097947
streamStart: 55378333579 streamSize: 1098024
streamStart: 55456350830 streamSize: 1108939
streamStart: 55534366265 streamSize: 1110980
streamStart: 55612467362 streamSize: 1101946
streamStart: 55690536886 streamSize: 1106162
streamStart: 55768549603 streamSize: 1097904
streamStart: 55846521548 streamSize: 1111373
streamStart: 55924550550 streamSize: 1105921
streamStart: 56002579153 streamSize: 1097000
streamStart: 56080525524 streamSize: 1103317
streamStart: 56158527670 streamSize: 1099047
streamStart: 56236598972 streamSize: 1103423
streamStart: 56314618922 streamSize: 1107271
streamStart: 56392717825 streamSize: 1101954
streamStart: 56470712272 streamSize: 1096324
streamStart: 56548701932 streamSize: 1098887
streamStart: 56626739263 streamSize: 1103660
streamStart: 56704772246 streamSize: 1099996
streamStart: 56782777896 streamSize: 1107300
streamStart: 56860873642 streamSize: 1105904
streamStart: 56938889612 streamSize: 1100967
streamStart: 57016985057 streamSize: 1094343
streamStart: 57095070841 streamSize: 1101185
streamStart: 57173105523 streamSize: 1104835
streamStart: 57251124734 streamSize: 1106953
streamStart: 57329155952 streamSize: 1098482
streamStart: 57407251365 streamSize: 1104389
streamStart: 57485252184 streamSize: 1098241
streamStart: 57563296524 streamSize: 1106969
streamStart: 57641307161 streamSize: 1100200
streamStart: 57719306541 streamSize: 1096103
streamStart: 57797305284 streamSize: 1096200
streamStart: 57875316426 streamSize: 1100218
streamStart: 57953417973 streamSize: 1098666
streamStart: 58031436590 streamSize: 1101211
streamStart: 58109521473 streamSize: 1095425
streamStart: 58187618333 streamSize: 1104890
streamStart: 58265627853 streamSize: 1104442
streamStart: 58343600804 streamSize: 1093924
streamStart: 58421610845 streamSize: 1105743
streamStart: 58499727552 streamSize: 1105806
streamStart: 58577742283 streamSize: 1102846
streamStart: 58655842299 streamSize: 1102795
streamStart: 58733844741 streamSize: 1104771
streamStart: 58811860634 streamSize: 1106336
streamStart: 58889866052 streamSize: 1102532
streamStart: 58967873429 streamSize: 1101023
streamStart: 59045887031 streamSize: 1101744
streamStart: 59123904774 streamSize: 1111835
streamStart: 59201924814 streamSize: 1106577
streamStart: 59279936298 streamSize: 1103172
streamStart: 59357942951 streamSize: 1105101
streamStart: 59435948163 streamSize: 1096944
streamStart: 59514047120 streamSize: 1099276
streamStart: 59592136446 streamSize: 1098675
streamStart: 59670137083 streamSize: 1102969
streamStart: 59748155580 streamSize: 1108839
streamStart: 59826240859 streamSize: 1100835
streamStart: 59904229739 streamSize: 1091504
streamStart: 59982322677 streamSize: 1093863
streamStart: 60060333761 streamSize: 1099154
streamStart: 60138344007 streamSize: 1099811
streamStart: 60216341695 streamSize: 1099224
streamStart: 60294431885 streamSize: 1107391
streamStart: 60372425272 streamSize: 1100544
streamStart: 60450397388 streamSize: 1109343
streamStart: 60528420458 streamSize: 1100893
streamStart: 60606433786 streamSize: 1100673
streamStart: 60684519797 streamSize: 1106456
streamStart: 60762623465 streamSize: 1102730
streamStart: 60840641363 streamSize: 1114130
streamStart: 60918659556 streamSize: 1098473
streamStart: 60996686331 streamSize: 1093392
streamStart: 61074701022 streamSize: 1100607
streamStart: 61152725473 streamSize: 1101622
streamStart: 61230820257 streamSize: 1107295
streamStart: 61308839550 streamSize: 1102465
streamStart: 61386862728 streamSize: 1095327
streamStart: 61464871311 streamSize: 1100334
streamStart: 61542852706 streamSize: 1106606
streamStart: 61620865676 streamSize: 1097362
streamStart: 61698874677 streamSize: 1109468
streamStart: 61776877490 streamSize: 1100490
streamStart: 61854887780 streamSize: 1101025
streamStart: 61932971155 streamSize: 1110784
streamStart: 62010977659 streamSize: 1102758
streamStart: 62088989411 streamSize: 1103896
streamStart: 62167080313 streamSize: 1089433
streamStart: 62245102117 streamSize: 1103712
streamStart: 62323123118 streamSize: 1107948
streamStart: 62401149142 streamSize: 1092417
streamStart: 62479154104 streamSize: 1101672
streamStart: 62557180150 streamSize: 1099051
streamStart: 62635271619 streamSize: 1096322
streamStart: 62713351435 streamSize: 1098399
streamStart: 62791346314 streamSize: 1105844
streamStart: 62869360123 streamSize: 1101017
streamStart: 62947442301 streamSize: 1093385
streamStart: 63025514122 streamSize: 1093710
streamStart: 63103605722 streamSize: 1102378
streamStart: 63181633205 streamSize: 1103030
streamStart: 63259662849 streamSize: 1101155
streamStart: 63337674488 streamSize: 1102966
streamStart: 63415692107 streamSize: 1091016
streamStart: 63493693287 streamSize: 1103332
streamStart: 63571717126 streamSize: 1100584
streamStart: 63649720296 streamSize: 1100437
streamStart: 63727718363 streamSize: 1104633
streamStart: 63805735100 streamSize: 1109860
streamStart: 63883840823 streamSize: 1097766
streamStart: 63961855070 streamSize: 1088134
streamStart: 64039873010 streamSize: 1096020
streamStart: 64117899226 streamSize: 1105543
streamStart: 64196005605 streamSize: 1099654
streamStart: 64274107596 streamSize: 1102599
streamStart: 64352123999 streamSize: 1100962
streamStart: 64430211323 streamSize: 1108099
streamStart: 64508230422 streamSize: 1102480
streamStart: 64586239307 streamSize: 1098454
streamStart: 64664227962 streamSize: 1103632
streamStart: 64742247319 streamSize: 1102620
streamStart: 64820259278 streamSize: 1107156
streamStart: 64898269679 streamSize: 1100882
streamStart: 64976353589 streamSize: 1103517
streamStart: 65054348102 streamSize: 1101468
streamStart: 65132447173 streamSize: 1116619
streamStart: 65210485895 streamSize: 1106041
streamStart: 65288498091 streamSize: 1101294
streamStart: 65366513931 streamSize: 1101238
streamStart: 65444526398 streamSize: 1101479
streamStart: 65522631920 streamSize: 1100558
streamStart: 65600653124 streamSize: 1104644
streamStart: 65678679248 streamSize: 1104802
streamStart: 65756776409 streamSize: 1106677
streamStart: 65834864010 streamSize: 1096710
streamStart: 65912849686 streamSize: 1096760
streamStart: 65990871899 streamSize: 1099519
streamStart: 66068974793 streamSize: 1096942
streamStart: 66147056616 streamSize: 1103930
streamStart: 66225163509 streamSize: 1103681
streamStart: 66303259504 streamSize: 1107535
streamStart: 66381268213 streamSize: 1109026
streamStart: 66459211965 streamSize: 1100716
streamStart: 66537298163 streamSize: 1104654
streamStart: 66615372589 streamSize: 1104043
streamStart: 66693474526 streamSize: 1110020
streamStart: 66771488963 streamSize: 1098826
streamStart: 66849484241 streamSize: 1099006
streamStart: 66927546267 streamSize: 1099789
streamStart: 67005503949 streamSize: 1094100
streamStart: 67083602394 streamSize: 1097611
streamStart: 67161617932 streamSize: 1100058
streamStart: 67239632849 streamSize: 1105473
streamStart: 67317660358 streamSize: 1100145
streamStart: 67395673601 streamSize: 1106636
streamStart: 67473682877 streamSize: 1110735
streamStart: 67551687188 streamSize: 1102949
streamStart: 67629784517 streamSize: 1102630
streamStart: 67707792966 streamSize: 1103574
streamStart: 67785863786 streamSize: 1101759
streamStart: 67863875718 streamSize: 1106332
streamStart: 67941896251 streamSize: 1101360
streamStart: 68019904848 streamSize: 1107102
streamStart: 68097976009 streamSize: 1098717
streamStart: 68175979204 streamSize: 1106447
streamStart: 68254062200 streamSize: 1099828
streamStart: 68332062052 streamSize: 1102389
streamStart: 68410076609 streamSize: 1102182
streamStart: 68488097280 streamSize: 1109500
streamStart: 68566173751 streamSize: 1103370
streamStart: 68644205622 streamSize: 1109180
streamStart: 68722307750 streamSize: 1114070
streamStart: 68800337885 streamSize: 1108507
streamStart: 68878441956 streamSize: 1095318
streamStart: 68956443130 streamSize: 1103156
streamStart: 69034524689 streamSize: 1092576
streamStart: 69112548425 streamSize: 1097051
streamStart: 69190605857 streamSize: 1096582
streamStart: 69268710718 streamSize: 1090142
streamStart: 69346693575 streamSize: 1103903
streamStart: 69424689312 streamSize: 1112106
streamStart: 69502793781 streamSize: 1097546
streamStart: 69580783449 streamSize: 1103545
streamStart: 69658759716 streamSize: 1101697
streamStart: 69736853414 streamSize: 1097441
streamStart: 69814803671 streamSize: 1103060
streamStart: 69892820449 streamSize: 1095895
streamStart: 69970836301 streamSize: 1093999
streamStart: 70048847867 streamSize: 1107495
streamStart: 70126959239 streamSize: 1107051
streamStart: 70205063792 streamSize: 1102829
streamStart: 70283077290 streamSize: 1104513
streamStart: 70361105259 streamSize: 1097650
streamStart: 70439198164 streamSize: 1102879
streamStart: 70517265179 streamSize: 1099996
streamStart: 70595271348 streamSize: 1104743
streamStart: 70673292763 streamSize: 1104789
streamStart: 70751298101 streamSize: 1104677
streamStart: 70829412742 streamSize: 1115693
streamStart: 70907509977 streamSize: 1103548
streamStart: 70985515337 streamSize: 1107739
streamStart: 71063537819 streamSize: 1112893
streamStart: 71141562820 streamSize: 1098185
streamStart: 71219574552 streamSize: 1103371
streamStart: 71297586204 streamSize: 1104495
streamStart: 71375597639 streamSize: 1096197
streamStart: 71453695715 streamSize: 1098291
streamStart: 71531791126 streamSize: 1100143
streamStart: 71609799731 streamSize: 1101384
streamStart: 71687812988 streamSize: 1105703
streamStart: 71765823124 streamSize: 1102149
streamStart: 71843896171 streamSize: 1096325
streamStart: 71921998831 streamSize: 1095460
streamStart: 72000011706 streamSize: 1098705
streamStart: 72078050641 streamSize: 1099072
streamStart: 72156146545 streamSize: 1099005
streamStart: 72234227927 streamSize: 1099736
streamStart: 72312306670 streamSize: 1107683
streamStart: 72390417622 streamSize: 1101114
streamStart: 72468413393 streamSize: 1101623
streamStart: 72546499560 streamSize: 1101088
streamStart: 72624446994 streamSize: 1104076
streamStart: 72702513844 streamSize: 1098853
streamStart: 72780514643 streamSize: 1108537
streamStart: 72858532524 streamSize: 1095604
streamStart: 72936631093 streamSize: 1097135
streamStart: 73014639622 streamSize: 1096231
streamStart: 73092654006 streamSize: 1106736
streamStart: 73170627112 streamSize: 1098028
streamStart: 73248627285 streamSize: 1101768
streamStart: 73326639544 streamSize: 1109856
streamStart: 73404648951 streamSize: 1111964
streamStart: 73482658981 streamSize: 1109163
streamStart: 73560620715 streamSize: 1106155
streamStart: 73638720741 streamSize: 1107555
streamStart: 73716720249 streamSize: 1107807
streamStart: 73794723587 streamSize: 1107237
streamStart: 73872647175 streamSize: 1101916
streamStart: 73950644237 streamSize: 1109527
streamStart: 74028647068 streamSize: 1102405
streamStart: 74106654792 streamSize: 1101995
streamStart: 74184676415 streamSize: 1097759
streamStart: 74262756761 streamSize: 1110682
streamStart: 74340858391 streamSize: 1094092
streamStart: 74418886567 streamSize: 1095535
streamStart: 74496971409 streamSize: 1096501
streamStart: 74574986069 streamSize: 1112726
streamStart: 74653107426 streamSize: 1109586
streamStart: 74731106965 streamSize: 1098307
streamStart: 74809108972 streamSize: 1099867
streamStart: 74887098270 streamSize: 1098837
streamStart: 74965119407 streamSize: 1097422
streamStart: 75043221450 streamSize: 1105148
streamStart: 75121235604 streamSize: 1106898
streamStart: 75199242114 streamSize: 1104880
streamStart: 75277257480 streamSize: 1110251
streamStart: 75355348128 streamSize: 1102060
streamStart: 75433346366 streamSize: 1099319
streamStart: 75511443606 streamSize: 1104358
streamStart: 75589538305 streamSize: 1100833
streamStart: 75667621833 streamSize: 1097964
streamStart: 75745625117 streamSize: 1111195
streamStart: 75823663333 streamSize: 1102904
streamStart: 75901754196 streamSize: 1108329
streamStart: 75979721113 streamSize: 1097234
streamStart: 76057733049 streamSize: 1102416
streamStart: 76135762892 streamSize: 1099862
streamStart: 76213777263 streamSize: 1101791
streamStart: 76291773385 streamSize: 1109308
streamStart: 76369863505 streamSize: 1105095
streamStart: 76447878523 streamSize: 1099375
streamStart: 76525966797 streamSize: 1107622
streamStart: 76604089453 streamSize: 1102694
streamStart: 76682096720 streamSize: 1096029
streamStart: 76760099357 streamSize: 1108345
streamStart: 76838128702 streamSize: 1106000
streamStart: 76916144717 streamSize: 1098204
streamStart: 76994232267 streamSize: 1103705
streamStart: 77072245199 streamSize: 1102641
streamStart: 77150270613 streamSize: 1099611
streamStart: 77228362442 streamSize: 1100258
streamStart: 77306363245 streamSize: 1098001
streamStart: 77384381446 streamSize: 1098273
streamStart: 77462397669 streamSize: 1099197
streamStart: 77540471952 streamSize: 1105232
streamStart: 77618566210 streamSize: 1105656
streamStart: 77696576399 streamSize: 1098143
streamStart: 77774550213 streamSize: 1092303
streamStart: 77852639843 streamSize: 1096733
streamStart: 77930670898 streamSize: 1090175
streamStart: 78008684893 streamSize: 1104684
streamStart: 78086709774 streamSize: 1102856
streamStart: 78164730060 streamSize: 1106631
streamStart: 78242823482 streamSize: 1101562
streamStart: 78320825304 streamSize: 1099245
streamStart: 78398839194 streamSize: 1100799
streamStart: 78476849707 streamSize: 1103001
streamStart: 78554854447 streamSize: 1105421
streamStart: 78632853499 streamSize: 1102138
streamStart: 78710867711 streamSize: 1096896
streamStart: 78788874071 streamSize: 1093163
streamStart: 78866881311 streamSize: 1091449
streamStart: 78944894528 streamSize: 1099626
streamStart: 79022995663 streamSize: 1101809
